Grupo,Codigo_Regiao,Reg_Saude,Município,Total,Semana,Casos,Cod_Munic
ARARAQUARA,35033,NORTE DO DRS III,Taquaritinga,317,13,10,355370
ARARAQUARA,35033,NORTE DO DRS III,Taquaritinga,317,14,12,355370
ARARAQUARA,35033,NORTE DO DRS III,Taquaritinga,317,15,8,355370
ARARAQUARA,35033,NORTE DO DRS III,Taquaritinga,317,16,10,355370
ARARAQUARA,35033,NORTE DO DRS III,Taquaritinga,317,17,13,355370
ARARAQUARA,35033,NORTE DO DRS III,Taquaritinga,317,18,12,355370
ARARAQUARA,35033,NORTE DO DRS III,Taquaritinga,317,19,8,355370
ARARAQUARA,35033,NORTE DO DRS III,Taquaritinga,317,20,14,355370
ARARAQUARA,35033,NORTE DO DRS III,Taquaritinga,317,21,4,355370
ARARAQUARA,35033,NORTE DO DRS III,Taquaritinga,317,22,9,355370
ARARAQUARA,35033,NORTE DO DRS III,Taquaritinga,317,23,1,355370
ARARAQUARA,35033,NORTE DO DRS III,Taquaritinga,317,24,3,355370
ARARAQUARA,35033,NORTE DO DRS III,Taquaritinga,317,25,7,355370
ARARAQUARA,35033,NORTE DO DRS III,Taquaritinga,317,26,2,355370
ARARAQUARA,35033,NORTE DO DRS III,Taquaritinga,317,27,1,355370
BOTUCATU,35061,VALE DO JURUMIRIM,Taquarituba,0,1,0,355380
BOTUCATU,35061,VALE DO JURUMIRIM,Taquarituba,0,2,0,355380
BOTUCATU,35061,VALE DO JURUMIRIM,Taquarituba,0,3,0,355380
BOTUCATU,35061,VALE DO JURUMIRIM,Taquarituba,0,4,0,355380
BOTUCATU,35061,VALE DO JURUMIRIM,Taquarituba,0,5,0,355380
BOTUCATU,35061,VALE DO JURUMIRIM,Taquarituba,0,6,0,355380
BOTUCATU,35061,VALE DO JURUMIRIM,Taquarituba,0,7,0,355380
BOTUCATU,35061,VALE DO JURUMIRIM,Taquarituba,0,8,0,355380
BOTUCATU,35061,VALE DO JURUMIRIM,Taquarituba,0,9,0,355380
BOTUCATU,35061,VALE DO JURUMIRIM,Taquarituba,0,10,0,355380
BOTUCATU,35061,VALE DO JURUMIRIM,Taquarituba,0,11,0,355380
BOTUCATU,35061,VALE DO JURUMIRIM,Taquarituba,0,12,0,355380
BOTUCATU,35061,VALE DO JURUMIRIM,Taquarituba,0,13,0,355380
BOTUCATU,35061,VALE DO JURUMIRIM,Taquarituba,0,14,0,355380
BOTUCATU,35061,VALE DO JURUMIRIM,Taquarituba,0,15,0,355380
BOTUCATU,35061,VALE DO JURUMIRIM,Taquarituba,0,16,0,355380
BOTUCATU,35061,VALE DO JURUMIRIM,Taquarituba,0,17,0,355380
BOTUCATU,35061,VALE DO JURUMIRIM,Taquarituba,0,18,0,355380
BOTUCATU,35061,VALE DO JURUMIRIM,Taquarituba,0,19,0,355380
BOTUCATU,35061,VALE DO JURUMIRIM,Taquarituba,0,20,0,355380
BOTUCATU,35061,VALE DO JURUMIRIM,Taquarituba,0,21,0,355380
BOTUCATU,35061,VALE DO JURUMIRIM,Taquarituba,0,22,0,355380
BOTUCATU,35061,VALE DO JURUMIRIM,Taquarituba,0,23,0,355380
BOTUCATU,35061,VALE DO JURUMIRIM,Taquarituba,0,24,0,355380
BOTUCATU,35061,VALE DO JURUMIRIM,Taquarituba,0,25,0,355380
BOTUCATU,35061,VALE DO JURUMIRIM,Taquarituba,0,26,0,355380
BOTUCATU,35061,VALE DO JURUMIRIM,Taquarituba,0,27,0,355380
ITAPEVA,35162,ITAPEVA,Taquarivaí,0,1,0,355385
ITAPEVA,35162,ITAPEVA,Taquarivaí,0,2,0,355385
ITAPEVA,35162,ITAPEVA,Taquarivaí,0,3,0,355385
ITAPEVA,35162,ITAPEVA,Taquarivaí,0,4,0,355385
ITAPEVA,35162,ITAPEVA,Taquarivaí,0,5,0,355385
ITAPEVA,35162,ITAPEVA,Taquarivaí,0,6,0,355385
ITAPEVA,35162,ITAPEVA,Taquarivaí,0,7,0,355385
ITAPEVA,35162,ITAPEVA,Taquarivaí,0,8,0,355385
ITAPEVA,35162,ITAPEVA,Taquarivaí,0,9,0,355385
ITAPEVA,35162,ITAPEVA,Taquarivaí,0,10,0,355385
ITAPEVA,35162,ITAPEVA,Taquarivaí,0,11,0,355385
ITAPEVA,35162,ITAPEVA,Taquarivaí,0,12,0,355385
ITAPEVA,35162,ITAPEVA,Taquarivaí,0,13,0,355385
ITAPEVA,35162,ITAPEVA,Taquarivaí,0,14,0,355385
ITAPEVA,35162,ITAPEVA,Taquarivaí,0,15,0,355385
ITAPEVA,35162,ITAPEVA,Taquarivaí,0,16,0,355385
ITAPEVA,35162,ITAPEVA,Taquarivaí,0,17,0,355385
ITAPEVA,35162,ITAPEVA,Taquarivaí,0,18,0,355385
ITAPEVA,35162,ITAPEVA,Taquarivaí,0,19,0,355385
ITAPEVA,35162,ITAPEVA,Taquarivaí,0,20,0,355385
ITAPEVA,35162,ITAPEVA,Taquarivaí,0,21,0,355385
ITAPEVA,35162,ITAPEVA,Taquarivaí,0,22,0,355385
ITAPEVA,35162,ITAPEVA,Taquarivaí,0,23,0,355385
ITAPEVA,35162,ITAPEVA,Taquarivaí,0,24,0,355385
ITAPEVA,35162,ITAPEVA,Taquarivaí,0,25,0,355385
ITAPEVA,35162,ITAPEVA,Taquarivaí,0,26,0,355385
ITAPEVA,35162,ITAPEVA,Taquarivaí,0,27,0,355385
PRESIDENTE PRUDENTE,35112,ALTA SOROCABANA,Tarabaí,296,1,0,355390
PRESIDENTE PRUDENTE,35112,ALTA SOROCABANA,Tarabaí,296,2,0,355390
PRESIDENTE PRUDENTE,35112,ALTA SOROCABANA,Tarabaí,296,3,0,355390
PRESIDENTE PRUDENTE,35112,ALTA SOROCABANA,Tarabaí,296,4,0,355390
PRESIDENTE PRUDENTE,35112,ALTA SOROCABANA,Tarabaí,296,5,3,355390
PRESIDENTE PRUDENTE,35112,ALTA SOROCABANA,Tarabaí,296,6,18,355390
PRESIDENTE PRUDENTE,35112,ALTA SOROCABANA,Tarabaí,296,7,13,355390
PRESIDENTE PRUDENTE,35112,ALTA SOROCABANA,Tarabaí,296,8,24,355390
PRESIDENTE PRUDENTE,35112,ALTA SOROCABANA,Tarabaí,296,9,33,355390
PRESIDENTE PRUDENTE,35112,ALTA SOROCABANA,Tarabaí,296,10,23,355390
PRESIDENTE PRUDENTE,35112,ALTA SOROCABANA,Tarabaí,296,11,24,355390
PRESIDENTE PRUDENTE,35112,ALTA SOROCABANA,Tarabaí,296,12,19,355390
PRESIDENTE PRUDENTE,35112,ALTA SOROCABANA,Tarabaí,296,13,24,355390
PRESIDENTE PRUDENTE,35112,ALTA SOROCABANA,Tarabaí,296,14,27,355390
PRESIDENTE PRUDENTE,35112,ALTA SOROCABANA,Tarabaí,296,15,13,355390
PRESIDENTE PRUDENTE,35112,ALTA SOROCABANA,Tarabaí,296,16,12,355390
PRESIDENTE PRUDENTE,35112,ALTA SOROCABANA,Tarabaí,296,17,14,355390
PRESIDENTE PRUDENTE,35112,ALTA SOROCABANA,Tarabaí,296,18,14,355390
PRESIDENTE PRUDENTE,35112,ALTA SOROCABANA,Tarabaí,296,19,13,355390
PRESIDENTE PRUDENTE,35112,ALTA SOROCABANA,Tarabaí,296,20,6,355390
PRESIDENTE PRUDENTE,35112,ALTA SOROCABANA,Tarabaí,296,21,4,355390
PRESIDENTE PRUDENTE,35112,ALTA SOROCABANA,Tarabaí,296,22,2,355390
PRESIDENTE PRUDENTE,35112,ALTA SOROCABANA,Tarabaí,296,23,1,355390
PRESIDENTE PRUDENTE,35112,ALTA SOROCABANA,Tarabaí,296,24,2,355390
PRESIDENTE PRUDENTE,35112,ALTA SOROCABANA,Tarabaí,296,25,5,355390
PRESIDENTE PRUDENTE,35112,ALTA SOROCABANA,Tarabaí,296,26,2,355390
PRESIDENTE PRUDENTE,35112,ALTA SOROCABANA,Tarabaí,296,27,0,355390
ASSIS,35092,ASSIS,Tarumã,126,1,0,355395
ASSIS,35092,ASSIS,Tarumã,126,2,0,355395
ASSIS,35092,ASSIS,Tarumã,126,3,0,355395
ASSIS,35092,ASSIS,Tarumã,126,4,1,355395
ASSIS,35092,ASSIS,Tarumã,126,5,1,355395
ASSIS,35092,ASSIS,Tarumã,126,6,5,355395
ASSIS,35092,ASSIS,Tarumã,126,7,4,355395
ASSIS,35092,ASSIS,Tarumã,126,8,4,355395
ASSIS,35092,ASSIS,Tarumã,126,9,7,355395
ASSIS,35092,ASSIS,Tarumã,126,10,10,355395
ASSIS,35092,ASSIS,Tarumã,126,11,5,355395
ASSIS,35092,ASSIS,Tarumã,126,12,12,355395
ASSIS,35092,ASSIS,Tarumã,126,13,16,355395
ASSIS,35092,ASSIS,Tarumã,126,14,18,355395
ASSIS,35092,ASSIS,Tarumã,126,15,12,355395
ASSIS,35092,ASSIS,Tarumã,126,16,8,355395
ASSIS,35092,ASSIS,Tarumã,126,17,3,355395
ASSIS,35092,ASSIS,Tarumã,126,18,4,355395
ASSIS,35092,ASSIS,Tarumã,126,19,7,355395
ASSIS,35092,ASSIS,Tarumã,126,20,5,355395
ASSIS,35092,ASSIS,Tarumã,126,21,0,355395
ASSIS,35092,ASSIS,Tarumã,126,22,3,355395
ASSIS,35092,ASSIS,Tarumã,126,23,0,355395
ASSIS,35092,ASSIS,Tarumã,126,24,0,355395
ASSIS,35092,ASSIS,Tarumã,126,25,0,355395
ASSIS,35092,ASSIS,Tarumã,126,26,0,355395
ASSIS,35092,ASSIS,Tarumã,126,27,1,355395
SOROCABA,35161,ITAPETININGA,Tatuí,215,1,0,355400
SOROCABA,35161,ITAPETININGA,Tatuí,215,2,0,355400
SOROCABA,35161,ITAPETININGA,Tatuí,215,3,0,355400
SOROCABA,35161,ITAPETININGA,Tatuí,215,4,1,355400
SOROCABA,35161,ITAPETININGA,Tatuí,215,5,1,355400
SOROCABA,35161,ITAPETININGA,Tatuí,215,6,0,355400
SOROCABA,35161,ITAPETININGA,Tatuí,215,7,1,355400
SOROCABA,35161,ITAPETININGA,Tatuí,215,8,0,355400
SOROCABA,35161,ITAPETININGA,Tatuí,215,9,3,355400
SOROCABA,35161,ITAPETININGA,Tatuí,215,10,2,355400
SOROCABA,35161,ITAPETININGA,Tatuí,215,11,2,355400
SOROCABA,35161,ITAPETININGA,Tatuí,215,12,0,355400
SOROCABA,35161,ITAPETININGA,Tatuí,215,13,5,355400
SOROCABA,35161,ITAPETININGA,Tatuí,215,14,6,355400
SOROCABA,35161,ITAPETININGA,Tatuí,215,15,15,355400
SOROCABA,35161,ITAPETININGA,Tatuí,215,16,23,355400
SOROCABA,35161,ITAPETININGA,Tatuí,215,17,16,355400
SOROCABA,35161,ITAPETININGA,Tatuí,215,18,32,355400
SOROCABA,35161,ITAPETININGA,Tatuí,215,19,35,355400
SOROCABA,35161,ITAPETININGA,Tatuí,215,20,15,355400
SOROCABA,35161,ITAPETININGA,Tatuí,215,21,20,355400
SOROCABA,35161,ITAPETININGA,Tatuí,215,22,13,355400
SOROCABA,35161,ITAPETININGA,Tatuí,215,23,4,355400
SOROCABA,35161,ITAPETININGA,Tatuí,215,24,8,355400
SOROCABA,35161,ITAPETININGA,Tatuí,215,25,5,355400
SOROCABA,35161,ITAPETININGA,Tatuí,215,26,4,355400
SOROCABA,35161,ITAPETININGA,Tatuí,215,27,4,355400
TAUBATÉ,35174,V. PARAÍBA-REG. SERRANA,Taubaté,2.076,1,7,355410
TAUBATÉ,35174,V. PARAÍBA-REG. SERRANA,Taubaté,2.076,2,6,355410
TAUBATÉ,35174,V. PARAÍBA-REG. SERRANA,Taubaté,2.076,3,21,355410
TAUBATÉ,35174,V. PARAÍBA-REG. SERRANA,Taubaté,2.076,4,34,355410
TAUBATÉ,35174,V. PARAÍBA-REG. SERRANA,Taubaté,2.076,5,41,355410
TAUBATÉ,35174,V. PARAÍBA-REG. SERRANA,Taubaté,2.076,6,66,355410
TAUBATÉ,35174,V. PARAÍBA-REG. SERRANA,Taubaté,2.076,7,115,355410
TAUBATÉ,35174,V. PARAÍBA-REG. SERRANA,Taubaté,2.076,8,104,355410
TAUBATÉ,35174,V. PARAÍBA-REG. SERRANA,Taubaté,2.076,9,130,355410
TAUBATÉ,35174,V. PARAÍBA-REG. SERRANA,Taubaté,2.076,10,157,355410
TAUBATÉ,35174,V. PARAÍBA-REG. SERRANA,Taubaté,2.076,11,129,355410
TAUBATÉ,35174,V. PARAÍBA-REG. SERRANA,Taubaté,2.076,12,108,355410
TAUBATÉ,35174,V. PARAÍBA-REG. SERRANA,Taubaté,2.076,13,134,355410
TAUBATÉ,35174,V. PARAÍBA-REG. SERRANA,Taubaté,2.076,14,118,355410
TAUBATÉ,35174,V. PARAÍBA-REG. SERRANA,Taubaté,2.076,15,122,355410
TAUBATÉ,35174,V. PARAÍBA-REG. SERRANA,Taubaté,2.076,16,163,355410
TAUBATÉ,35174,V. PARAÍBA-REG. SERRANA,Taubaté,2.076,17,124,355410
TAUBATÉ,35174,V. PARAÍBA-REG. SERRANA,Taubaté,2.076,18,116,355410
TAUBATÉ,35174,V. PARAÍBA-REG. SERRANA,Taubaté,2.076,19,89,355410
TAUBATÉ,35174,V. PARAÍBA-REG. SERRANA,Taubaté,2.076,20,78,355410
TAUBATÉ,35174,V. PARAÍBA-REG. SERRANA,Taubaté,2.076,21,43,355410
TAUBATÉ,35174,V. PARAÍBA-REG. SERRANA,Taubaté,2.076,22,32,355410
TAUBATÉ,35174,V. PARAÍBA-REG. SERRANA,Taubaté,2.076,23,20,355410
TAUBATÉ,35174,V. PARAÍBA-REG. SERRANA,Taubaté,2.076,24,26,355410
TAUBATÉ,35174,V. PARAÍBA-REG. SERRANA,Taubaté,2.076,25,52,355410
TAUBATÉ,35174,V. PARAÍBA-REG. SERRANA,Taubaté,2.076,26,29,355410
TAUBATÉ,35174,V. PARAÍBA-REG. SERRANA,Taubaté,2.076,27,12,355410
BOTUCATU,35061,VALE DO JURUMIRIM,Tejupá,0,1,0,355420
BOTUCATU,35061,VALE DO JURUMIRIM,Tejupá,0,2,0,355420
BOTUCATU,35061,VALE DO JURUMIRIM,Tejupá,0,3,0,355420
BOTUCATU,35061,VALE DO JURUMIRIM,Tejupá,0,4,0,355420
BOTUCATU,35061,VALE DO JURUMIRIM,Tejupá,0,5,0,355420
BOTUCATU,35061,VALE DO JURUMIRIM,Tejupá,0,6,0,355420
BOTUCATU,35061,VALE DO JURUMIRIM,Tejupá,0,7,0,355420
BOTUCATU,35061,VALE DO JURUMIRIM,Tejupá,0,8,0,355420
BOTUCATU,35061,VALE DO JURUMIRIM,Tejupá,0,9,0,355420
BOTUCATU,35061,VALE DO JURUMIRIM,Tejupá,0,10,0,355420
BOTUCATU,35061,VALE DO JURUMIRIM,Tejupá,0,11,0,355420
BOTUCATU,35061,VALE DO JURUMIRIM,Tejupá,0,12,0,355420
BOTUCATU,35061,VALE DO JURUMIRIM,Tejupá,0,13,0,355420
BOTUCATU,35061,VALE DO JURUMIRIM,Tejupá,0,14,0,355420
BOTUCATU,35061,VALE DO JURUMIRIM,Tejupá,0,15,0,355420
BOTUCATU,35061,VALE DO JURUMIRIM,Tejupá,0,16,0,355420
BOTUCATU,35061,VALE DO JURUMIRIM,Tejupá,0,17,0,355420
BOTUCATU,35061,VALE DO JURUMIRIM,Tejupá,0,18,0,355420
BOTUCATU,35061,VALE DO JURUMIRIM,Tejupá,0,19,0,355420
BOTUCATU,35061,VALE DO JURUMIRIM,Tejupá,0,20,0,355420
BOTUCATU,35061,VALE DO JURUMIRIM,Tejupá,0,21,0,355420
BOTUCATU,35061,VALE DO JURUMIRIM,Tejupá,0,22,0,355420
BOTUCATU,35061,VALE DO JURUMIRIM,Tejupá,0,23,0,355420
BOTUCATU,35061,VALE DO JURUMIRIM,Tejupá,0,24,0,355420
BOTUCATU,35061,VALE DO JURUMIRIM,Tejupá,0,25,0,355420
BOTUCATU,35061,VALE DO JURUMIRIM,Tejupá,0,26,0,355420
BOTUCATU,35061,VALE DO JURUMIRIM,Tejupá,0,27,0,355420
PRESIDENTE VENCESLAU,35115,PONTAL DO PARANAPANEMA,Teodoro Sampaio,347,1,2,355430
PRESIDENTE VENCESLAU,35115,PONTAL DO PARANAPANEMA,Teodoro Sampaio,347,2,3,355430
PRESIDENTE VENCESLAU,35115,PONTAL DO PARANAPANEMA,Teodoro Sampaio,347,3,5,355430
PRESIDENTE VENCESLAU,35115,PONTAL DO PARANAPANEMA,Teodoro Sampaio,347,4,15,355430
PRESIDENTE VENCESLAU,35115,PONTAL DO PARANAPANEMA,Teodoro Sampaio,347,5,18,355430
PRESIDENTE VENCESLAU,35115,PONTAL DO PARANAPANEMA,Teodoro Sampaio,347,6,33,355430
PRESIDENTE VENCESLAU,35115,PONTAL DO PARANAPANEMA,Teodoro Sampaio,347,7,23,355430
PRESIDENTE VENCESLAU,35115,PONTAL DO PARANAPANEMA,Teodoro Sampaio,347,8,34,355430
PRESIDENTE VENCESLAU,35115,PONTAL DO PARANAPANEMA,Teodoro Sampaio,347,9,32,355430
PRESIDENTE VENCESLAU,35115,PONTAL DO PARANAPANEMA,Teodoro Sampaio,347,10,52,355430
PRESIDENTE VENCESLAU,35115,PONTAL DO PARANAPANEMA,Teodoro Sampaio,347,11,31,355430
PRESIDENTE VENCESLAU,35115,PONTAL DO PARANAPANEMA,Teodoro Sampaio,347,12,16,355430
PRESIDENTE VENCESLAU,35115,PONTAL DO PARANAPANEMA,Teodoro Sampaio,347,13,18,355430
PRESIDENTE VENCESLAU,35115,PONTAL DO PARANAPANEMA,Teodoro Sampaio,347,14,19,355430
PRESIDENTE VENCESLAU,35115,PONTAL DO PARANAPANEMA,Teodoro Sampaio,347,15,11,355430
PRESIDENTE VENCESLAU,35115,PONTAL DO PARANAPANEMA,Teodoro Sampaio,347,16,9,355430
PRESIDENTE VENCESLAU,35115,PONTAL DO PARANAPANEMA,Teodoro Sampaio,347,17,8,355430
PRESIDENTE VENCESLAU,35115,PONTAL DO PARANAPANEMA,Teodoro Sampaio,347,18,6,355430
PRESIDENTE VENCESLAU,35115,PONTAL DO PARANAPANEMA,Teodoro Sampaio,347,19,3,355430
PRESIDENTE VENCESLAU,35115,PONTAL DO PARANAPANEMA,Teodoro Sampaio,347,20,0,355430
PRESIDENTE VENCESLAU,35115,PONTAL DO PARANAPANEMA,Teodoro Sampaio,347,21,5,355430
PRESIDENTE VENCESLAU,35115,PONTAL DO PARANAPANEMA,Teodoro Sampaio,347,22,0,355430
PRESIDENTE VENCESLAU,35115,PONTAL DO PARANAPANEMA,Teodoro Sampaio,347,23,2,355430
PRESIDENTE VENCESLAU,35115,PONTAL DO PARANAPANEMA,Teodoro Sampaio,347,24,0,355430
PRESIDENTE VENCESLAU,35115,PONTAL DO PARANAPANEMA,Teodoro Sampaio,347,25,1,355430
PRESIDENTE VENCESLAU,35115,PONTAL DO PARANAPANEMA,Teodoro Sampaio,347,26,1,355430
PRESIDENTE VENCESLAU,35115,PONTAL DO PARANAPANEMA,Teodoro Sampaio,347,27,0,355430
BARRETOS,35052,SUL-BARRETOS,Terra Roxa,3,1,0,355440
BARRETOS,35052,SUL-BARRETOS,Terra Roxa,3,2,0,355440
BARRETOS,35052,SUL-BARRETOS,Terra Roxa,3,3,1,355440
BARRETOS,35052,SUL-BARRETOS,Terra Roxa,3,4,1,355440
BARRETOS,35052,SUL-BARRETOS,Terra Roxa,3,5,0,355440
BARRETOS,35052,SUL-BARRETOS,Terra Roxa,3,6,0,355440
BARRETOS,35052,SUL-BARRETOS,Terra Roxa,3,7,0,355440
BARRETOS,35052,SUL-BARRETOS,Terra Roxa,3,8,1,355440
BARRETOS,35052,SUL-BARRETOS,Terra Roxa,3,9,0,355440
BARRETOS,35052,SUL-BARRETOS,Terra Roxa,3,10,0,355440
BARRETOS,35052,SUL-BARRETOS,Terra Roxa,3,11,0,355440
BARRETOS,35052,SUL-BARRETOS,Terra Roxa,3,12,0,355440
BARRETOS,35052,SUL-BARRETOS,Terra Roxa,3,13,0,355440
BARRETOS,35052,SUL-BARRETOS,Terra Roxa,3,14,0,355440
BARRETOS,35052,SUL-BARRETOS,Terra Roxa,3,15,0,355440
BARRETOS,35052,SUL-BARRETOS,Terra Roxa,3,16,0,355440
BARRETOS,35052,SUL-BARRETOS,Terra Roxa,3,17,0,355440
BARRETOS,35052,SUL-BARRETOS,Terra Roxa,3,18,0,355440
BARRETOS,35052,SUL-BARRETOS,Terra Roxa,3,19,0,355440
BARRETOS,35052,SUL-BARRETOS,Terra Roxa,3,20,0,355440
BARRETOS,35052,SUL-BARRETOS,Terra Roxa,3,21,0,355440
BARRETOS,35052,SUL-BARRETOS,Terra Roxa,3,22,0,355440
BARRETOS,35052,SUL-BARRETOS,Terra Roxa,3,23,0,355440
BARRETOS,35052,SUL-BARRETOS,Terra Roxa,3,24,0,355440
BARRETOS,35052,SUL-BARRETOS,Terra Roxa,3,25,0,355440
BARRETOS,35052,SUL-BARRETOS,Terra Roxa,3,26,0,355440
BARRETOS,35052,SUL-BARRETOS,Terra Roxa,3,27,0,355440
SOROCABA,35163,SOROCABA,Tietê,8,1,0,355450
SOROCABA,35163,SOROCABA,Tietê,8,2,0,355450
SOROCABA,35163,SOROCABA,Tietê,8,3,0,355450
SOROCABA,35163,SOROCABA,Tietê,8,4,0,355450
SOROCABA,35163,SOROCABA,Tietê,8,5,0,355450
SOROCABA,35163,SOROCABA,Tietê,8,6,0,355450
SOROCABA,35163,SOROCABA,Tietê,8,7,0,355450
SOROCABA,35163,SOROCABA,Tietê,8,8,0,355450
SOROCABA,35163,SOROCABA,Tietê,8,9,1,355450
SOROCABA,35163,SOROCABA,Tietê,8,10,4,355450
SOROCABA,35163,SOROCABA,Tietê,8,11,1,355450
SOROCABA,35163,SOROCABA,Tietê,8,12,0,355450
SOROCABA,35163,SOROCABA,Tietê,8,13,0,355450
SOROCABA,35163,SOROCABA,Tietê,8,14,0,355450
SOROCABA,35163,SOROCABA,Tietê,8,15,0,355450
SOROCABA,35163,SOROCABA,Tietê,8,16,0,355450
SOROCABA,35163,SOROCABA,Tietê,8,17,0,355450
SOROCABA,35163,SOROCABA,Tietê,8,18,0,355450
SOROCABA,35163,SOROCABA,Tietê,8,19,0,355450
SOROCABA,35163,SOROCABA,Tietê,8,20,0,355450
SOROCABA,35163,SOROCABA,Tietê,8,21,0,355450
SOROCABA,35163,SOROCABA,Tietê,8,22,0,355450
SOROCABA,35163,SOROCABA,Tietê,8,23,0,355450
SOROCABA,35163,SOROCABA,Tietê,8,24,0,355450
SOROCABA,35163,SOROCABA,Tietê,8,25,2,355450
SOROCABA,35163,SOROCABA,Tietê,8,26,0,355450
SOROCABA,35163,SOROCABA,Tietê,8,27,0,355450
ASSIS,35094,OURINHOS,Timburi,0,1,0,355460
ASSIS,35094,OURINHOS,Timburi,0,2,0,355460
ASSIS,35094,OURINHOS,Timburi,0,3,0,355460
ASSIS,35094,OURINHOS,Timburi,0,4,0,355460
ASSIS,35094,OURINHOS,Timburi,0,5,0,355460
ASSIS,35094,OURINHOS,Timburi,0,6,0,355460
ASSIS,35094,OURINHOS,Timburi,0,7,0,355460
ASSIS,35094,OURINHOS,Timburi,0,8,0,355460
ASSIS,35094,OURINHOS,Timburi,0,9,0,355460
ASSIS,35094,OURINHOS,Timburi,0,10,0,355460
ASSIS,35094,OURINHOS,Timburi,0,11,0,355460
ASSIS,35094,OURINHOS,Timburi,0,12,0,355460
ASSIS,35094,OURINHOS,Timburi,0,13,0,355460
ASSIS,35094,OURINHOS,Timburi,0,14,0,355460
ASSIS,35094,OURINHOS,Timburi,0,15,0,355460
ASSIS,35094,OURINHOS,Timburi,0,16,0,355460
ASSIS,35094,OURINHOS,Timburi,0,17,0,355460
ASSIS,35094,OURINHOS,Timburi,0,18,0,355460
ASSIS,35094,OURINHOS,Timburi,0,19,0,355460
ASSIS,35094,OURINHOS,Timburi,0,20,0,355460
ASSIS,35094,OURINHOS,Timburi,0,21,0,355460
ASSIS,35094,OURINHOS,Timburi,0,22,0,355460
ASSIS,35094,OURINHOS,Timburi,0,23,0,355460
ASSIS,35094,OURINHOS,Timburi,0,24,0,355460
ASSIS,35094,OURINHOS,Timburi,0,25,0,355460
ASSIS,35094,OURINHOS,Timburi,0,26,0,355460
ASSIS,35094,OURINHOS,Timburi,0,27,0,355460
BOTUCATU,35063,POLO CUESTA,Torre de Pedra,1,1,0,355465
BOTUCATU,35063,POLO CUESTA,Torre de Pedra,1,2,0,355465
BOTUCATU,35063,POLO CUESTA,Torre de Pedra,1,3,0,355465
BOTUCATU,35063,POLO CUESTA,Torre de Pedra,1,4,0,355465
BOTUCATU,35063,POLO CUESTA,Torre de Pedra,1,5,0,355465
BOTUCATU,35063,POLO CUESTA,Torre de Pedra,1,6,0,355465
BOTUCATU,35063,POLO CUESTA,Torre de Pedra,1,7,0,355465
BOTUCATU,35063,POLO CUESTA,Torre de Pedra,1,8,0,355465
BOTUCATU,35063,POLO CUESTA,Torre de Pedra,1,9,0,355465
BOTUCATU,35063,POLO CUESTA,Torre de Pedra,1,10,0,355465
BOTUCATU,35063,POLO CUESTA,Torre de Pedra,1,11,0,355465
BOTUCATU,35063,POLO CUESTA,Torre de Pedra,1,12,0,355465
BOTUCATU,35063,POLO CUESTA,Torre de Pedra,1,13,0,355465
BOTUCATU,35063,POLO CUESTA,Torre de Pedra,1,14,0,355465
BOTUCATU,35063,POLO CUESTA,Torre de Pedra,1,15,0,355465
BOTUCATU,35063,POLO CUESTA,Torre de Pedra,1,16,0,355465
BOTUCATU,35063,POLO CUESTA,Torre de Pedra,1,17,0,355465
BOTUCATU,35063,POLO CUESTA,Torre de Pedra,1,18,0,355465
BOTUCATU,35063,POLO CUESTA,Torre de Pedra,1,19,0,355465
BOTUCATU,35063,POLO CUESTA,Torre de Pedra,1,20,0,355465
BOTUCATU,35063,POLO CUESTA,Torre de Pedra,1,21,0,355465
BOTUCATU,35063,POLO CUESTA,Torre de Pedra,1,22,0,355465
BOTUCATU,35063,POLO CUESTA,Torre de Pedra,1,23,0,355465
BOTUCATU,35063,POLO CUESTA,Torre de Pedra,1,24,1,355465
BOTUCATU,35063,POLO CUESTA,Torre de Pedra,1,25,0,355465
BOTUCATU,35063,POLO CUESTA,Torre de Pedra,1,26,0,355465
BOTUCATU,35063,POLO CUESTA,Torre de Pedra,1,27,0,355465
BAURU,35064,JAU,Torrinha,5,1,0,355470
BAURU,35064,JAU,Torrinha,5,2,0,355470
BAURU,35064,JAU,Torrinha,5,3,1,355470
BAURU,35064,JAU,Torrinha,5,4,0,355470
BAURU,35064,JAU,Torrinha,5,5,0,355470
BAURU,35064,JAU,Torrinha,5,6,0,355470
BAURU,35064,JAU,Torrinha,5,7,0,355470
BAURU,35064,JAU,Torrinha,5,8,0,355470
BAURU,35064,JAU,Torrinha,5,9,1,355470
BAURU,35064,JAU,Torrinha,5,10,1,355470
BAURU,35064,JAU,Torrinha,5,11,0,355470
BAURU,35064,JAU,Torrinha,5,12,0,355470
BAURU,35064,JAU,Torrinha,5,13,0,355470
BAURU,35064,JAU,Torrinha,5,14,1,355470
BAURU,35064,JAU,Torrinha,5,15,0,355470
BAURU,35064,JAU,Torrinha,5,16,0,355470
BAURU,35064,JAU,Torrinha,5,17,0,355470
BAURU,35064,JAU,Torrinha,5,18,0,355470
BAURU,35064,JAU,Torrinha,5,19,0,355470
BAURU,35064,JAU,Torrinha,5,20,0,355470
BAURU,35064,JAU,Torrinha,5,21,0,355470
BAURU,35064,JAU,Torrinha,5,22,0,355470
BAURU,35064,JAU,Torrinha,5,23,0,355470
BAURU,35064,JAU,Torrinha,5,24,1,355470
BAURU,35064,JAU,Torrinha,5,25,0,355470
