Grupo,Codigo_Regiao,Reg_Saude,Município,Total,Semana,Casos
TAUBATÉ,35172,CIRCUITO DA FÉ - VALE HISTÓRICO,350995 Canas,3,43,0
TAUBATÉ,35172,CIRCUITO DA FÉ - VALE HISTÓRICO,350995 Canas,3,44,0
TAUBATÉ,35172,CIRCUITO DA FÉ - VALE HISTÓRICO,350995 Canas,3,45,0
TAUBATÉ,35172,CIRCUITO DA FÉ - VALE HISTÓRICO,350995 Canas,3,46,0
TAUBATÉ,35172,CIRCUITO DA FÉ - VALE HISTÓRICO,350995 Canas,3,47,0
TAUBATÉ,35172,CIRCUITO DA FÉ - VALE HISTÓRICO,350995 Canas,3,48,0
TAUBATÉ,35172,CIRCUITO DA FÉ - VALE HISTÓRICO,350995 Canas,3,49,0
TAUBATÉ,35172,CIRCUITO DA FÉ - VALE HISTÓRICO,350995 Canas,3,50,0
TAUBATÉ,35172,CIRCUITO DA FÉ - VALE HISTÓRICO,350995 Canas,3,51,1
TAUBATÉ,35172,CIRCUITO DA FÉ - VALE HISTÓRICO,350995 Canas,3,52,0
ASSIS,35092,ASSIS,351000 Cândido Mota,235,1,0
ASSIS,35092,ASSIS,351000 Cândido Mota,235,2,0
ASSIS,35092,ASSIS,351000 Cândido Mota,235,3,0
ASSIS,35092,ASSIS,351000 Cândido Mota,235,4,0
ASSIS,35092,ASSIS,351000 Cândido Mota,235,5,0
ASSIS,35092,ASSIS,351000 Cândido Mota,235,6,1
ASSIS,35092,ASSIS,351000 Cândido Mota,235,7,0
ASSIS,35092,ASSIS,351000 Cândido Mota,235,8,0
ASSIS,35092,ASSIS,351000 Cândido Mota,235,9,0
ASSIS,35092,ASSIS,351000 Cândido Mota,235,10,0
ASSIS,35092,ASSIS,351000 Cândido Mota,235,11,0
ASSIS,35092,ASSIS,351000 Cândido Mota,235,12,0
ASSIS,35092,ASSIS,351000 Cândido Mota,235,13,1
ASSIS,35092,ASSIS,351000 Cândido Mota,235,14,5
ASSIS,35092,ASSIS,351000 Cândido Mota,235,15,3
ASSIS,35092,ASSIS,351000 Cândido Mota,235,16,1
ASSIS,35092,ASSIS,351000 Cândido Mota,235,17,7
ASSIS,35092,ASSIS,351000 Cândido Mota,235,18,21
ASSIS,35092,ASSIS,351000 Cândido Mota,235,19,17
ASSIS,35092,ASSIS,351000 Cândido Mota,235,20,24
ASSIS,35092,ASSIS,351000 Cândido Mota,235,21,21
ASSIS,35092,ASSIS,351000 Cândido Mota,235,22,25
ASSIS,35092,ASSIS,351000 Cândido Mota,235,23,12
ASSIS,35092,ASSIS,351000 Cândido Mota,235,24,8
ASSIS,35092,ASSIS,351000 Cândido Mota,235,25,22
ASSIS,35092,ASSIS,351000 Cândido Mota,235,26,14
ASSIS,35092,ASSIS,351000 Cândido Mota,235,27,13
ASSIS,35092,ASSIS,351000 Cândido Mota,235,28,12
ASSIS,35092,ASSIS,351000 Cândido Mota,235,29,5
ASSIS,35092,ASSIS,351000 Cândido Mota,235,30,3
ASSIS,35092,ASSIS,351000 Cândido Mota,235,31,5
ASSIS,35092,ASSIS,351000 Cândido Mota,235,32,0
ASSIS,35092,ASSIS,351000 Cândido Mota,235,33,1
ASSIS,35092,ASSIS,351000 Cândido Mota,235,34,3
ASSIS,35092,ASSIS,351000 Cândido Mota,235,35,0
ASSIS,35092,ASSIS,351000 Cândido Mota,235,36,0
ASSIS,35092,ASSIS,351000 Cândido Mota,235,37,2
ASSIS,35092,ASSIS,351000 Cândido Mota,235,38,2
ASSIS,35092,ASSIS,351000 Cândido Mota,235,39,1
ASSIS,35092,ASSIS,351000 Cândido Mota,235,40,1
ASSIS,35092,ASSIS,351000 Cândido Mota,235,41,0
ASSIS,35092,ASSIS,351000 Cândido Mota,235,42,0
ASSIS,35092,ASSIS,351000 Cândido Mota,235,43,0
ASSIS,35092,ASSIS,351000 Cândido Mota,235,44,1
ASSIS,35092,ASSIS,351000 Cândido Mota,235,45,0
ASSIS,35092,ASSIS,351000 Cândido Mota,235,46,0
ASSIS,35092,ASSIS,351000 Cândido Mota,235,47,0
ASSIS,35092,ASSIS,351000 Cândido Mota,235,48,0
ASSIS,35092,ASSIS,351000 Cândido Mota,235,49,0
ASSIS,35092,ASSIS,351000 Cândido Mota,235,50,0
ASSIS,35092,ASSIS,351000 Cândido Mota,235,51,3
ASSIS,35092,ASSIS,351000 Cândido Mota,235,52,1
ARARAQUARA,35033,NORTE DO DRS III,351010 Cândido Rodrigues,24,1,0
ARARAQUARA,35033,NORTE DO DRS III,351010 Cândido Rodrigues,24,2,0
ARARAQUARA,35033,NORTE DO DRS III,351010 Cândido Rodrigues,24,3,0
ARARAQUARA,35033,NORTE DO DRS III,351010 Cândido Rodrigues,24,4,0
ARARAQUARA,35033,NORTE DO DRS III,351010 Cândido Rodrigues,24,5,0
ARARAQUARA,35033,NORTE DO DRS III,351010 Cândido Rodrigues,24,6,0
ARARAQUARA,35033,NORTE DO DRS III,351010 Cândido Rodrigues,24,7,0
ARARAQUARA,35033,NORTE DO DRS III,351010 Cândido Rodrigues,24,8,0
ARARAQUARA,35033,NORTE DO DRS III,351010 Cândido Rodrigues,24,9,0
ARARAQUARA,35033,NORTE DO DRS III,351010 Cândido Rodrigues,24,10,1
ARARAQUARA,35033,NORTE DO DRS III,351010 Cândido Rodrigues,24,11,0
ARARAQUARA,35033,NORTE DO DRS III,351010 Cândido Rodrigues,24,12,0
ARARAQUARA,35033,NORTE DO DRS III,351010 Cândido Rodrigues,24,13,0
ARARAQUARA,35033,NORTE DO DRS III,351010 Cândido Rodrigues,24,14,3
ARARAQUARA,35033,NORTE DO DRS III,351010 Cândido Rodrigues,24,15,1
ARARAQUARA,35033,NORTE DO DRS III,351010 Cândido Rodrigues,24,16,7
ARARAQUARA,35033,NORTE DO DRS III,351010 Cândido Rodrigues,24,17,0
ARARAQUARA,35033,NORTE DO DRS III,351010 Cândido Rodrigues,24,18,0
ARARAQUARA,35033,NORTE DO DRS III,351010 Cândido Rodrigues,24,19,4
ARARAQUARA,35033,NORTE DO DRS III,351010 Cândido Rodrigues,24,20,5
ARARAQUARA,35033,NORTE DO DRS III,351010 Cândido Rodrigues,24,21,0
ARARAQUARA,35033,NORTE DO DRS III,351010 Cândido Rodrigues,24,22,1
ARARAQUARA,35033,NORTE DO DRS III,351010 Cândido Rodrigues,24,23,0
ARARAQUARA,35033,NORTE DO DRS III,351010 Cândido Rodrigues,24,24,0
ARARAQUARA,35033,NORTE DO DRS III,351010 Cândido Rodrigues,24,25,0
ARARAQUARA,35033,NORTE DO DRS III,351010 Cândido Rodrigues,24,26,0
ARARAQUARA,35033,NORTE DO DRS III,351010 Cândido Rodrigues,24,27,0
ARARAQUARA,35033,NORTE DO DRS III,351010 Cândido Rodrigues,24,28,0
ARARAQUARA,35033,NORTE DO DRS III,351010 Cândido Rodrigues,24,29,0
ARARAQUARA,35033,NORTE DO DRS III,351010 Cândido Rodrigues,24,30,0
ARARAQUARA,35033,NORTE DO DRS III,351010 Cândido Rodrigues,24,31,0
ARARAQUARA,35033,NORTE DO DRS III,351010 Cândido Rodrigues,24,32,0
ARARAQUARA,35033,NORTE DO DRS III,351010 Cândido Rodrigues,24,33,0
ARARAQUARA,35033,NORTE DO DRS III,351010 Cândido Rodrigues,24,34,0
ARARAQUARA,35033,NORTE DO DRS III,351010 Cândido Rodrigues,24,35,0
ARARAQUARA,35033,NORTE DO DRS III,351010 Cândido Rodrigues,24,36,1
ARARAQUARA,35033,NORTE DO DRS III,351010 Cândido Rodrigues,24,37,1
ARARAQUARA,35033,NORTE DO DRS III,351010 Cândido Rodrigues,24,38,0
ARARAQUARA,35033,NORTE DO DRS III,351010 Cândido Rodrigues,24,39,0
ARARAQUARA,35033,NORTE DO DRS III,351010 Cândido Rodrigues,24,40,0
ARARAQUARA,35033,NORTE DO DRS III,351010 Cândido Rodrigues,24,41,0
ARARAQUARA,35033,NORTE DO DRS III,351010 Cândido Rodrigues,24,42,0
ARARAQUARA,35033,NORTE DO DRS III,351010 Cândido Rodrigues,24,43,0
ARARAQUARA,35033,NORTE DO DRS III,351010 Cândido Rodrigues,24,44,0
ARARAQUARA,35033,NORTE DO DRS III,351010 Cândido Rodrigues,24,45,0
ARARAQUARA,35033,NORTE DO DRS III,351010 Cândido Rodrigues,24,46,0
ARARAQUARA,35033,NORTE DO DRS III,351010 Cândido Rodrigues,24,47,0
ARARAQUARA,35033,NORTE DO DRS III,351010 Cândido Rodrigues,24,48,0
ARARAQUARA,35033,NORTE DO DRS III,351010 Cândido Rodrigues,24,49,0
ARARAQUARA,35033,NORTE DO DRS III,351010 Cândido Rodrigues,24,50,0
ARARAQUARA,35033,NORTE DO DRS III,351010 Cândido Rodrigues,24,51,0
ARARAQUARA,35033,NORTE DO DRS III,351010 Cândido Rodrigues,24,52,0
ASSIS,35094,OURINHOS,351015 Canitar,40,1,0
ASSIS,35094,OURINHOS,351015 Canitar,40,2,0
ASSIS,35094,OURINHOS,351015 Canitar,40,3,0
ASSIS,35094,OURINHOS,351015 Canitar,40,4,0
ASSIS,35094,OURINHOS,351015 Canitar,40,5,0
ASSIS,35094,OURINHOS,351015 Canitar,40,6,0
ASSIS,35094,OURINHOS,351015 Canitar,40,7,0
ASSIS,35094,OURINHOS,351015 Canitar,40,8,3
ASSIS,35094,OURINHOS,351015 Canitar,40,9,1
ASSIS,35094,OURINHOS,351015 Canitar,40,10,0
ASSIS,35094,OURINHOS,351015 Canitar,40,11,5
ASSIS,35094,OURINHOS,351015 Canitar,40,12,9
ASSIS,35094,OURINHOS,351015 Canitar,40,13,4
ASSIS,35094,OURINHOS,351015 Canitar,40,14,5
ASSIS,35094,OURINHOS,351015 Canitar,40,15,3
ASSIS,35094,OURINHOS,351015 Canitar,40,16,1
ASSIS,35094,OURINHOS,351015 Canitar,40,17,4
ASSIS,35094,OURINHOS,351015 Canitar,40,18,1
ASSIS,35094,OURINHOS,351015 Canitar,40,19,0
ASSIS,35094,OURINHOS,351015 Canitar,40,20,1
ASSIS,35094,OURINHOS,351015 Canitar,40,21,0
ASSIS,35094,OURINHOS,351015 Canitar,40,22,2
ASSIS,35094,OURINHOS,351015 Canitar,40,23,0
ASSIS,35094,OURINHOS,351015 Canitar,40,24,1
ASSIS,35094,OURINHOS,351015 Canitar,40,25,0
ASSIS,35094,OURINHOS,351015 Canitar,40,26,0
ASSIS,35094,OURINHOS,351015 Canitar,40,27,0
ASSIS,35094,OURINHOS,351015 Canitar,40,28,0
ASSIS,35094,OURINHOS,351015 Canitar,40,29,0
ASSIS,35094,OURINHOS,351015 Canitar,40,30,0
ASSIS,35094,OURINHOS,351015 Canitar,40,31,0
ASSIS,35094,OURINHOS,351015 Canitar,40,32,0
ASSIS,35094,OURINHOS,351015 Canitar,40,33,0
ASSIS,35094,OURINHOS,351015 Canitar,40,34,0
ASSIS,35094,OURINHOS,351015 Canitar,40,35,0
ASSIS,35094,OURINHOS,351015 Canitar,40,36,0
ASSIS,35094,OURINHOS,351015 Canitar,40,37,0
ASSIS,35094,OURINHOS,351015 Canitar,40,38,0
ASSIS,35094,OURINHOS,351015 Canitar,40,39,0
ASSIS,35094,OURINHOS,351015 Canitar,40,40,0
ASSIS,35094,OURINHOS,351015 Canitar,40,41,0
ASSIS,35094,OURINHOS,351015 Canitar,40,42,0
ASSIS,35094,OURINHOS,351015 Canitar,40,43,0
ASSIS,35094,OURINHOS,351015 Canitar,40,44,0
ASSIS,35094,OURINHOS,351015 Canitar,40,45,0
ASSIS,35094,OURINHOS,351015 Canitar,40,46,0
ASSIS,35094,OURINHOS,351015 Canitar,40,47,0
ASSIS,35094,OURINHOS,351015 Canitar,40,48,0
ASSIS,35094,OURINHOS,351015 Canitar,40,49,0
ASSIS,35094,OURINHOS,351015 Canitar,40,50,0
ASSIS,35094,OURINHOS,351015 Canitar,40,51,0
ASSIS,35094,OURINHOS,351015 Canitar,40,52,0
SOROCABA,35161,ITAPETININGA,351020 Capão Bonito,10,1,0
SOROCABA,35161,ITAPETININGA,351020 Capão Bonito,10,2,0
SOROCABA,35161,ITAPETININGA,351020 Capão Bonito,10,3,0
SOROCABA,35161,ITAPETININGA,351020 Capão Bonito,10,4,0
SOROCABA,35161,ITAPETININGA,351020 Capão Bonito,10,5,0
SOROCABA,35161,ITAPETININGA,351020 Capão Bonito,10,6,0
SOROCABA,35161,ITAPETININGA,351020 Capão Bonito,10,7,0
SOROCABA,35161,ITAPETININGA,351020 Capão Bonito,10,8,0
SOROCABA,35161,ITAPETININGA,351020 Capão Bonito,10,9,1
SOROCABA,35161,ITAPETININGA,351020 Capão Bonito,10,10,1
SOROCABA,35161,ITAPETININGA,351020 Capão Bonito,10,11,0
SOROCABA,35161,ITAPETININGA,351020 Capão Bonito,10,12,3
SOROCABA,35161,ITAPETININGA,351020 Capão Bonito,10,13,2
SOROCABA,35161,ITAPETININGA,351020 Capão Bonito,10,14,0
SOROCABA,35161,ITAPETININGA,351020 Capão Bonito,10,15,0
SOROCABA,35161,ITAPETININGA,351020 Capão Bonito,10,16,0
SOROCABA,35161,ITAPETININGA,351020 Capão Bonito,10,17,0
SOROCABA,35161,ITAPETININGA,351020 Capão Bonito,10,18,1
SOROCABA,35161,ITAPETININGA,351020 Capão Bonito,10,19,0
SOROCABA,35161,ITAPETININGA,351020 Capão Bonito,10,20,0
SOROCABA,35161,ITAPETININGA,351020 Capão Bonito,10,21,0
SOROCABA,35161,ITAPETININGA,351020 Capão Bonito,10,22,0
SOROCABA,35161,ITAPETININGA,351020 Capão Bonito,10,23,0
SOROCABA,35161,ITAPETININGA,351020 Capão Bonito,10,24,0
SOROCABA,35161,ITAPETININGA,351020 Capão Bonito,10,25,0
SOROCABA,35161,ITAPETININGA,351020 Capão Bonito,10,26,0
SOROCABA,35161,ITAPETININGA,351020 Capão Bonito,10,27,0
SOROCABA,35161,ITAPETININGA,351020 Capão Bonito,10,28,0
SOROCABA,35161,ITAPETININGA,351020 Capão Bonito,10,29,0
SOROCABA,35161,ITAPETININGA,351020 Capão Bonito,10,30,1
SOROCABA,35161,ITAPETININGA,351020 Capão Bonito,10,31,0
SOROCABA,35161,ITAPETININGA,351020 Capão Bonito,10,32,0
SOROCABA,35161,ITAPETININGA,351020 Capão Bonito,10,33,0
SOROCABA,35161,ITAPETININGA,351020 Capão Bonito,10,34,0
SOROCABA,35161,ITAPETININGA,351020 Capão Bonito,10,35,0
SOROCABA,35161,ITAPETININGA,351020 Capão Bonito,10,36,0
SOROCABA,35161,ITAPETININGA,351020 Capão Bonito,10,37,0
SOROCABA,35161,ITAPETININGA,351020 Capão Bonito,10,38,0
SOROCABA,35161,ITAPETININGA,351020 Capão Bonito,10,39,0
SOROCABA,35161,ITAPETININGA,351020 Capão Bonito,10,40,0
SOROCABA,35161,ITAPETININGA,351020 Capão Bonito,10,41,0
SOROCABA,35161,ITAPETININGA,351020 Capão Bonito,10,42,1
SOROCABA,35161,ITAPETININGA,351020 Capão Bonito,10,43,0
SOROCABA,35161,ITAPETININGA,351020 Capão Bonito,10,44,0
SOROCABA,35161,ITAPETININGA,351020 Capão Bonito,10,45,0
SOROCABA,35161,ITAPETININGA,351020 Capão Bonito,10,46,0
SOROCABA,35161,ITAPETININGA,351020 Capão Bonito,10,47,0
SOROCABA,35161,ITAPETININGA,351020 Capão Bonito,10,48,0
SOROCABA,35161,ITAPETININGA,351020 Capão Bonito,10,49,0
SOROCABA,35161,ITAPETININGA,351020 Capão Bonito,10,50,0
SOROCABA,35161,ITAPETININGA,351020 Capão Bonito,10,51,0
SOROCABA,35161,ITAPETININGA,351020 Capão Bonito,10,52,0
SOROCABA,35163,SOROCABA,351030 Capela do Alto,23,1,0
SOROCABA,35163,SOROCABA,351030 Capela do Alto,23,2,0
SOROCABA,35163,SOROCABA,351030 Capela do Alto,23,3,0
SOROCABA,35163,SOROCABA,351030 Capela do Alto,23,4,0
SOROCABA,35163,SOROCABA,351030 Capela do Alto,23,5,0
SOROCABA,35163,SOROCABA,351030 Capela do Alto,23,6,0
SOROCABA,35163,SOROCABA,351030 Capela do Alto,23,7,0
SOROCABA,35163,SOROCABA,351030 Capela do Alto,23,8,0
SOROCABA,35163,SOROCABA,351030 Capela do Alto,23,9,0
SOROCABA,35163,SOROCABA,351030 Capela do Alto,23,10,0
SOROCABA,35163,SOROCABA,351030 Capela do Alto,23,11,0
SOROCABA,35163,SOROCABA,351030 Capela do Alto,23,12,1
SOROCABA,35163,SOROCABA,351030 Capela do Alto,23,13,0
SOROCABA,35163,SOROCABA,351030 Capela do Alto,23,14,0
SOROCABA,35163,SOROCABA,351030 Capela do Alto,23,15,0
SOROCABA,35163,SOROCABA,351030 Capela do Alto,23,16,1
SOROCABA,35163,SOROCABA,351030 Capela do Alto,23,17,2
SOROCABA,35163,SOROCABA,351030 Capela do Alto,23,18,1
SOROCABA,35163,SOROCABA,351030 Capela do Alto,23,19,4
SOROCABA,35163,SOROCABA,351030 Capela do Alto,23,20,4
SOROCABA,35163,SOROCABA,351030 Capela do Alto,23,21,3
SOROCABA,35163,SOROCABA,351030 Capela do Alto,23,22,2
SOROCABA,35163,SOROCABA,351030 Capela do Alto,23,23,1
SOROCABA,35163,SOROCABA,351030 Capela do Alto,23,24,0
SOROCABA,35163,SOROCABA,351030 Capela do Alto,23,25,1
SOROCABA,35163,SOROCABA,351030 Capela do Alto,23,26,1
SOROCABA,35163,SOROCABA,351030 Capela do Alto,23,27,1
SOROCABA,35163,SOROCABA,351030 Capela do Alto,23,28,1
SOROCABA,35163,SOROCABA,351030 Capela do Alto,23,29,0
SOROCABA,35163,SOROCABA,351030 Capela do Alto,23,30,0
SOROCABA,35163,SOROCABA,351030 Capela do Alto,23,31,0
SOROCABA,35163,SOROCABA,351030 Capela do Alto,23,32,0
SOROCABA,35163,SOROCABA,351030 Capela do Alto,23,33,0
SOROCABA,35163,SOROCABA,351030 Capela do Alto,23,34,0
SOROCABA,35163,SOROCABA,351030 Capela do Alto,23,35,0
SOROCABA,35163,SOROCABA,351030 Capela do Alto,23,36,0
SOROCABA,35163,SOROCABA,351030 Capela do Alto,23,37,0
SOROCABA,35163,SOROCABA,351030 Capela do Alto,23,38,0
SOROCABA,35163,SOROCABA,351030 Capela do Alto,23,39,0
SOROCABA,35163,SOROCABA,351030 Capela do Alto,23,40,0
SOROCABA,35163,SOROCABA,351030 Capela do Alto,23,41,0
SOROCABA,35163,SOROCABA,351030 Capela do Alto,23,42,0
SOROCABA,35163,SOROCABA,351030 Capela do Alto,23,43,0
SOROCABA,35163,SOROCABA,351030 Capela do Alto,23,44,0
SOROCABA,35163,SOROCABA,351030 Capela do Alto,23,45,0
SOROCABA,35163,SOROCABA,351030 Capela do Alto,23,46,0
SOROCABA,35163,SOROCABA,351030 Capela do Alto,23,47,0
SOROCABA,35163,SOROCABA,351030 Capela do Alto,23,48,0
SOROCABA,35163,SOROCABA,351030 Capela do Alto,23,49,0
SOROCABA,35163,SOROCABA,351030 Capela do Alto,23,50,0
SOROCABA,35163,SOROCABA,351030 Capela do Alto,23,51,0
SOROCABA,35163,SOROCABA,351030 Capela do Alto,23,52,0
PIRACICABA,35103,PIRACICABA,351040 Capivari,317,1,0
PIRACICABA,35103,PIRACICABA,351040 Capivari,317,2,0
PIRACICABA,35103,PIRACICABA,351040 Capivari,317,3,1
PIRACICABA,35103,PIRACICABA,351040 Capivari,317,4,0
PIRACICABA,35103,PIRACICABA,351040 Capivari,317,5,1
PIRACICABA,35103,PIRACICABA,351040 Capivari,317,6,4
PIRACICABA,35103,PIRACICABA,351040 Capivari,317,7,1
PIRACICABA,35103,PIRACICABA,351040 Capivari,317,8,4
PIRACICABA,35103,PIRACICABA,351040 Capivari,317,9,2
PIRACICABA,35103,PIRACICABA,351040 Capivari,317,10,2
PIRACICABA,35103,PIRACICABA,351040 Capivari,317,11,2
PIRACICABA,35103,PIRACICABA,351040 Capivari,317,12,8
PIRACICABA,35103,PIRACICABA,351040 Capivari,317,13,5
PIRACICABA,35103,PIRACICABA,351040 Capivari,317,14,16
PIRACICABA,35103,PIRACICABA,351040 Capivari,317,15,13
PIRACICABA,35103,PIRACICABA,351040 Capivari,317,16,19
PIRACICABA,35103,PIRACICABA,351040 Capivari,317,17,17
PIRACICABA,35103,PIRACICABA,351040 Capivari,317,18,19
PIRACICABA,35103,PIRACICABA,351040 Capivari,317,19,31
PIRACICABA,35103,PIRACICABA,351040 Capivari,317,20,53
PIRACICABA,35103,PIRACICABA,351040 Capivari,317,21,37
PIRACICABA,35103,PIRACICABA,351040 Capivari,317,22,28
PIRACICABA,35103,PIRACICABA,351040 Capivari,317,23,20
PIRACICABA,35103,PIRACICABA,351040 Capivari,317,24,11
PIRACICABA,35103,PIRACICABA,351040 Capivari,317,25,9
PIRACICABA,35103,PIRACICABA,351040 Capivari,317,26,7
PIRACICABA,35103,PIRACICABA,351040 Capivari,317,27,0
PIRACICABA,35103,PIRACICABA,351040 Capivari,317,28,3
PIRACICABA,35103,PIRACICABA,351040 Capivari,317,29,0
PIRACICABA,35103,PIRACICABA,351040 Capivari,317,30,0
PIRACICABA,35103,PIRACICABA,351040 Capivari,317,31,0
PIRACICABA,35103,PIRACICABA,351040 Capivari,317,32,1
PIRACICABA,35103,PIRACICABA,351040 Capivari,317,33,0
PIRACICABA,35103,PIRACICABA,351040 Capivari,317,34,0
PIRACICABA,35103,PIRACICABA,351040 Capivari,317,35,0
PIRACICABA,35103,PIRACICABA,351040 Capivari,317,36,0
PIRACICABA,35103,PIRACICABA,351040 Capivari,317,37,1
PIRACICABA,35103,PIRACICABA,351040 Capivari,317,38,0
PIRACICABA,35103,PIRACICABA,351040 Capivari,317,39,0
PIRACICABA,35103,PIRACICABA,351040 Capivari,317,40,0
PIRACICABA,35103,PIRACICABA,351040 Capivari,317,41,0
PIRACICABA,35103,PIRACICABA,351040 Capivari,317,42,0
PIRACICABA,35103,PIRACICABA,351040 Capivari,317,43,0
PIRACICABA,35103,PIRACICABA,351040 Capivari,317,44,0
PIRACICABA,35103,PIRACICABA,351040 Capivari,317,45,0
PIRACICABA,35103,PIRACICABA,351040 Capivari,317,46,1
PIRACICABA,35103,PIRACICABA,351040 Capivari,317,47,1
PIRACICABA,35103,PIRACICABA,351040 Capivari,317,48,0
PIRACICABA,35103,PIRACICABA,351040 Capivari,317,49,0
PIRACICABA,35103,PIRACICABA,351040 Capivari,317,50,0
PIRACICABA,35103,PIRACICABA,351040 Capivari,317,51,0
PIRACICABA,35103,PIRACICABA,351040 Capivari,317,52,0
CARAGUATATUBA,35173,LITORAL NORTE,351050 Caraguatatuba,3253,1,0
CARAGUATATUBA,35173,LITORAL NORTE,351050 Caraguatatuba,3253,2,1
CARAGUATATUBA,35173,LITORAL NORTE,351050 Caraguatatuba,3253,3,0
CARAGUATATUBA,35173,LITORAL NORTE,351050 Caraguatatuba,3253,4,1
CARAGUATATUBA,35173,LITORAL NORTE,351050 Caraguatatuba,3253,5,1
CARAGUATATUBA,35173,LITORAL NORTE,351050 Caraguatatuba,3253,6,4
CARAGUATATUBA,35173,LITORAL NORTE,351050 Caraguatatuba,3253,7,8
CARAGUATATUBA,35173,LITORAL NORTE,351050 Caraguatatuba,3253,8,15
CARAGUATATUBA,35173,LITORAL NORTE,351050 Caraguatatuba,3253,9,14
CARAGUATATUBA,35173,LITORAL NORTE,351050 Caraguatatuba,3253,10,11
CARAGUATATUBA,35173,LITORAL NORTE,351050 Caraguatatuba,3253,11,17
CARAGUATATUBA,35173,LITORAL NORTE,351050 Caraguatatuba,3253,12,36
CARAGUATATUBA,35173,LITORAL NORTE,351050 Caraguatatuba,3253,13,75
CARAGUATATUBA,35173,LITORAL NORTE,351050 Caraguatatuba,3253,14,78
CARAGUATATUBA,35173,LITORAL NORTE,351050 Caraguatatuba,3253,15,248
CARAGUATATUBA,35173,LITORAL NORTE,351050 Caraguatatuba,3253,16,258
CARAGUATATUBA,35173,LITORAL NORTE,351050 Caraguatatuba,3253,17,253
CARAGUATATUBA,35173,LITORAL NORTE,351050 Caraguatatuba,3253,18,244
CARAGUATATUBA,35173,LITORAL NORTE,351050 Caraguatatuba,3253,19,325
CARAGUATATUBA,35173,LITORAL NORTE,351050 Caraguatatuba,3253,20,328
CARAGUATATUBA,35173,LITORAL NORTE,351050 Caraguatatuba,3253,21,258
CARAGUATATUBA,35173,LITORAL NORTE,351050 Caraguatatuba,3253,22,195
CARAGUATATUBA,35173,LITORAL NORTE,351050 Caraguatatuba,3253,23,204
CARAGUATATUBA,35173,LITORAL NORTE,351050 Caraguatatuba,3253,24,135
CARAGUATATUBA,35173,LITORAL NORTE,351050 Caraguatatuba,3253,25,140
CARAGUATATUBA,35173,LITORAL NORTE,351050 Caraguatatuba,3253,26,122
CARAGUATATUBA,35173,LITORAL NORTE,351050 Caraguatatuba,3253,27,65
CARAGUATATUBA,35173,LITORAL NORTE,351050 Caraguatatuba,3253,28,54
CARAGUATATUBA,35173,LITORAL NORTE,351050 Caraguatatuba,3253,29,28
CARAGUATATUBA,35173,LITORAL NORTE,351050 Caraguatatuba,3253,30,18
CARAGUATATUBA,35173,LITORAL NORTE,351050 Caraguatatuba,3253,31,30
CARAGUATATUBA,35173,LITORAL NORTE,351050 Caraguatatuba,3253,32,40
CARAGUATATUBA,35173,LITORAL NORTE,351050 Caraguatatuba,3253,33,8
CARAGUATATUBA,35173,LITORAL NORTE,351050 Caraguatatuba,3253,34,16
CARAGUATATUBA,35173,LITORAL NORTE,351050 Caraguatatuba,3253,35,3
CARAGUATATUBA,35173,LITORAL NORTE,351050 Caraguatatuba,3253,36,3
CARAGUATATUBA,35173,LITORAL NORTE,351050 Caraguatatuba,3253,37,2
CARAGUATATUBA,35173,LITORAL NORTE,351050 Caraguatatuba,3253,38,4
CARAGUATATUBA,35173,LITORAL NORTE,351050 Caraguatatuba,3253,39,0
CARAGUATATUBA,35173,LITORAL NORTE,351050 Caraguatatuba,3253,40,3
CARAGUATATUBA,35173,LITORAL NORTE,351050 Caraguatatuba,3253,41,1
CARAGUATATUBA,35173,LITORAL NORTE,351050 Caraguatatuba,3253,42,0
CARAGUATATUBA,35173,LITORAL NORTE,351050 Caraguatatuba,3253,43,2
CARAGUATATUBA,35173,LITORAL NORTE,351050 Caraguatatuba,3253,44,1
CARAGUATATUBA,35173,LITORAL NORTE,351050 Caraguatatuba,3253,45,1
CARAGUATATUBA,35173,LITORAL NORTE,351050 Caraguatatuba,3253,46,0
CARAGUATATUBA,35173,LITORAL NORTE,351050 Caraguatatuba,3253,47,0
CARAGUATATUBA,35173,LITORAL NORTE,351050 Caraguatatuba,3253,48,2
CARAGUATATUBA,35173,LITORAL NORTE,351050 Caraguatatuba,3253,49,0
CARAGUATATUBA,35173,LITORAL NORTE,351050 Caraguatatuba,3253,50,0
CARAGUATATUBA,35173,LITORAL NORTE,351050 Caraguatatuba,3253,51,1
CARAGUATATUBA,35173,LITORAL NORTE,351050 Caraguatatuba,3253,52,0
OSASCO,35014,ROTA DOS BANDEIRANTES,351060 Carapicuíba,2296,1,0
OSASCO,35014,ROTA DOS BANDEIRANTES,351060 Carapicuíba,2296,2,1
OSASCO,35014,ROTA DOS BANDEIRANTES,351060 Carapicuíba,2296,3,1
OSASCO,35014,ROTA DOS BANDEIRANTES,351060 Carapicuíba,2296,4,0
OSASCO,35014,ROTA DOS BANDEIRANTES,351060 Carapicuíba,2296,5,0
OSASCO,35014,ROTA DOS BANDEIRANTES,351060 Carapicuíba,2296,6,3
OSASCO,35014,ROTA DOS BANDEIRANTES,351060 Carapicuíba,2296,7,1
OSASCO,35014,ROTA DOS BANDEIRANTES,351060 Carapicuíba,2296,8,7
OSASCO,35014,ROTA DOS BANDEIRANTES,351060 Carapicuíba,2296,9,12
